creation_date,status,order_id,shipper_name,ship_mode,cod_amount,insured_value,delivery_fee,item_description,origin_region,start_clock_date,district,city,province,day_to_arv
24/05/2023,Completed,1130820,(HXxxx),STANDARD,1041000.0,979000.0,52449.0,OPPO A54S 6/128GB FULLSET // BISA COD,Greater Jakarta,2023-05-25 3:26:45,Bahodopi,Kab. Morowali,Sulawesi Tengah,5.0
24/05/2023,Completed,1934746,(HXxxx),STANDARD,914000.0,859000.0,14840.0,OPPO A31 6/128GB FULLSET GARANSI TERPERCAYA 1TAHUN,Sumatera 1,2023-05-27 9:29:10,Batahan,Kab. Mandailing Natal,Sumatera Utara,5.0
24/05/2023,Completed,1035429,(HXxxx),STANDARD,735000.0,699000.0,32050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-25 14:50:55,Way Lima,Kab. Pesawaran,Lampung,5.0
24/05/2023,Completed,1238247,(Laxxx),STANDARD,1021000.0,979000.0,17210.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 2,2023-05-25 17:40:24,Banyuasin I,Kab. Banyuasin,Sumatera Selatan,5.0
24/05/2023,Completed,1282588,(HXxxx),STANDARD,716500.0,699000.0,18400.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Greater Jakarta,2023-05-25 3:26:46,Selupu Rejang,Kab. Rejang Lebong,Bengkulu,5.0
24/05/2023,Completed,1300513,(Laxxx),STANDARD,942000.0,879000.0,84880.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 6,2023-05-26 7:33:26,Batin Xxiv,Kab. Batang Hari,Jambi,5.0
24/05/2023,Completed,1591576,(HXxxx),STANDARD,706917.0,699000.0,32050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-25 14:51:00,Kota Agung Timur,Kab. Tanggamus,Lampung,5.0
24/05/2023,Completed,1788849,(Laxxx),SECOND CLASS,909500.0,879000.0,75300.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 2,2023-05-26 23:03:42,Sinar Peninjauan,Kab. Ogan Komering Ulu,Sumatera Selatan,3.0
24/05/2023,Completed,1786857,(Laxxx),STANDARD,889500.0,857000.0,32050.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 5,2023-05-25 14:49:22,Gedung Meneng,Kab. Tulang Bawang,Lampung,5.0
24/05/2023,Completed,1773789,(Laxxx),STANDARD,898000.0,857000.0,14840.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 1,2023-05-27 9:17:03,Barumun,Kab. Padang Lawas,Sumatera Utara,5.0
24/05/2023,Completed,1034552,(HXxxx),STANDARD,1063500.0,959000.0,46746.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Greater Jakarta,2023-05-25 3:26:46,Kundur Barat,Kab. Karimun,Kepulauan Riau,5.0
24/05/2023,Completed,1449155,(Laxxx),STANDARD,1014500.0,977000.0,18400.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-25 3:26:46,Arga Makmur,Kab. Bengkulu Utara,Bengkulu,5.0
24/05/2023,Completed,1928554,(Laxxx),STANDARD,1104500.0,1077000.0,18400.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-25 3:26:45,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
24/05/2023,Completed,1438909,(Laxxx),STANDARD,955000.0,879000.0,44520.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 3,2023-05-26 16:33:36,Tembilahan Hulu,Kab. Indragiri Hilir,Riau,5.0
24/05/2023,Completed,1480117,(Laxxx),STANDARD,1049500.0,979000.0,52449.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Greater Jakarta,2023-05-25 3:26:46,Moilong,Kab. Banggai,Sulawesi Tengah,5.0
24/05/2023,Completed,1541960,(Laxxx),STANDARD,2224000.0,2154000.0,36800.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-25 3:26:46,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
24/05/2023,Completed,1744823,(Laxxx),STANDARD,940000.0,879000.0,65300.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 2,2023-05-25 17:41:10,Pulau Beringin,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
24/05/2023,Completed,1994431,(HXxxx),STANDARD,841500.0,819000.0,32050.0,OPPO F9 6GB/128GB FULLSET GARANSI 1THN / BISA COD !!!,Sumatera 5,2023-05-25 14:44:52,Meraksa Aji,Kab. Tulang Bawang,Lampung,5.0
24/05/2023,Completed,1119848,(Laxxx),STANDARD,2197000.0,2154000.0,68260.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 6,2023-05-26 7:33:10,Muara Bulian,Kab. Batang Hari,Jambi,5.0
24/05/2023,Completed,1772430,(Laxxx),STANDARD,892000.0,859000.0,37400.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 4,2023-05-26 21:26:19,Mandiangin Koto Selayan,Kota Bukittinggi,Sumatera Barat,5.0
24/05/2023,Completed,1840034,(Laxxx),STANDARD,2197000.0,2154000.0,68260.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 6,2023-05-26 7:32:57,Muara Bulian,Kab. Batang Hari,Jambi,5.0
24/05/2023,Completed,1823086,(Laxxx),STANDARD,999000.0,977000.0,32650.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 2,2023-05-25 17:41:57,Mekakau Ilir,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
24/05/2023,Completed,1304248,(Laxxx),STANDARD,860862.0,857000.0,6370.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Greater Jakarta,2023-05-25 3:26:45,Tekung,Kab. Lumajang,Jawa Timur,5.0
24/05/2023,Completed,1693406,(Laxxx),STANDARD,999000.0,977000.0,32650.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 2,2023-05-25 17:40:19,Tebing Tinggi,Kab. Empat Lawang,Sumatera Selatan,5.0
24/05/2023,Completed,1971702,(Laxxx),STANDARD,1104500.0,1077000.0,18400.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-25 3:26:45,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
24/05/2023,Completed,1761410,(Laxxx),STANDARD,1112000.0,1077000.0,14840.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 1,2023-05-27 9:37:19,Barus,Kab. Tapanuli Tengah,Sumatera Utara,5.0
24/05/2023,Completed,1992751,(Laxxx),STANDARD,1001000.0,959000.0,64100.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 5,2023-05-25 14:49:40,Gedung Meneng,Kab. Tulang Bawang,Lampung,5.0
24/05/2023,Completed,1232956,(Laxxx),STANDARD,1115000.0,1077000.0,22260.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 3,2023-05-26 16:33:56,Pasir Limau Kapas,Kab. Rokan Hilir,Riau,5.0
24/05/2023,Completed,1386082,(Asxxx),SECOND CLASS,978500.0,1000000.0,58080.0,Tablet Kubik Genta 10inch - RAM 2GB ROM 32GB - Battery 5000mAh - Garansi resmi,Sumatera 4,2023-05-25 14:47:21,Bukit Sundi,Kab. Solok,Sumatera Barat,3.0
24/05/2023,Completed,1189575,(Laxxx),SECOND CLASS,901000.0,859000.0,74100.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-25 3:26:45,Margatiga,Kab. Lampung Timur,Lampung,3.0
24/05/2023,Completed,1774674,(Glxxx),SECOND CLASS,1421500.0,1220000.0,99110.0,Mic Wireless Ashley Vocal Artis Original Free koper Mic 4 Antena Original Ashley,Sulawesi,2023-05-25 14:48:50,Pitu Riawa,Kab. Sidenreng Rappang/rapang,Sulawesi Selatan,3.0
24/05/2023,Completed,1163614,(Inxxx),STANDARD,934500.0,890000.0,24040.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Sumatera 4,2023-05-26 20:21:08,Sipora Utara,Kab. Kepulauan Mentawai,Sumatera Barat,5.0
24/05/2023,Completed,1515635,(Inxxx),STANDARD,1184400.0,1156400.0,6370.0,new oppo a16 ram 6/128 gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000 mah,Greater Jakarta,2023-05-24 23:22:33,Tempursari,Kab. Lumajang,Jawa Timur,5.0
24/05/2023,Completed,1045146,(Laxxx),SECOND CLASS,105060.0,58000.0,24840.0,(cod)korek api pistol python revolper terbuat dari full besi sudah termasuk sarung,Sumatera 1,2023-05-26 16:33:36,Aek Natas,Kab. Labuhan Batu Utara,Sumatera Utara,3.0
24/05/2023,Completed,1183184,(Laxxx),SECOND CLASS,1067500.0,979000.0,66225.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Greater Jakarta,2023-05-25 3:26:46,Tabalar,Kab. Berau,Kalimantan Timur,3.0
24/05/2023,Completed,1569705,(HXxxx),SECOND CLASS,740500.0,699000.0,36120.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 2,2023-05-25 3:26:46,Lengkiti,Kab. Ogan Komering Ulu,Sumatera Selatan,3.0
24/05/2023,Completed,1358763,(Laxxx),SECOND CLASS,731000.0,697000.0,34040.0,OPPO A3S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 4,2023-05-25 17:41:10,Enam Lingkung,Kab. Padang Pariaman,Sumatera Barat,3.0
24/05/2023,Completed,1879988,(Inxxx),STANDARD,581000.0,550000.0,32650.0,New OPPO F1S 4/64 GB new baru Fullset hp murah game phone,Sumatera 2,2023-05-25 17:40:31,Lempuing,Kab. Ogan Komering Ilir,Sumatera Selatan,5.0
24/05/2023,Completed,1383923,(Muxxx),SECOND CLASS,95880.0,75000.0,17000.0,SETELAN WANITA KEKINIAN//SETELAN PANJANG TERBARU,West Java,2023-05-26 7:33:10,Kibin,Kab. Serang,Banten,3.0
24/05/2023,Completed,1114706,(Laxxx),STANDARD,873000.0,857000.0,32050.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 5,2023-05-25 14:47:12,Negeri Katon,Kab. Pesawaran,Lampung,5.0
24/05/2023,Completed,1965217,(Laxxx),SECOND CLASS,919988.0,881650.0,34040.0,【COD】new OPPO a15s ram 6/128gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 4,2023-05-25 17:40:19,Siberut Utara,Kab. Kepulauan Mentawai,Sumatera Barat,3.0
24/05/2023,Completed,1514734,(Laxxx),SECOND CLASS,994000.0,977000.0,34682.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-25 3:26:45,Tamalate,Kota Makassar,Sulawesi Selatan,3.0
24/05/2023,Completed,1969070,(Koxxx),SECOND CLASS,776000.0,698000.0,27510.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 3,2023-05-27 9:37:19,Kepenuhan Hulu,Kab. Rokan Hulu,Riau,3.0
24/05/2023,Completed,1209432,(Inxxx),SECOND CLASS,1796500.0,1750000.0,24840.0,new oppo f15 ram 8/256gb baru layar lebar 6.4 inci Fullset hp murah jaringan sidik jari hp 4g LTE oled,Sumatera 1,2023-05-25 14:49:40,Barumun,Kab. Padang Lawas,Sumatera Utara,3.0
24/05/2023,Completed,1651409,(GLxxx),SECOND CLASS,223359.0,195000.0,16370.0,Mic Kabel Condenser Shure PRO 90C Microphone Cable Condensor Pro 90 C Pro90c ( Bisa COD ),Greater Jakarta,2023-05-25 3:26:46,Larangan,Kab. Pamekasan,Jawa Timur,3.0
24/05/2023,Completed,1967751,(Laxxx),SECOND CLASS,1029000.0,977000.0,34040.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 4,2023-05-25 17:41:57,Suliki,Kab. Lima Puluh Koto/kota,Sumatera Barat,3.0
24/05/2023,Completed,1599779,(Inxxx),STANDARD,738000.0,700000.0,32650.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Sumatera 2,2023-05-25 17:42:12,Lubuk Keliat,Kab. Ogan Ilir,Sumatera Selatan,5.0
24/05/2023,Completed,1407644,(Inxxx),STANDARD,897700.0,872200.0,6370.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-24 23:22:33,Larangan,Kab. Pamekasan,Jawa Timur,5.0
24/05/2023,Completed,1518916,(Inxxx),STANDARD,1423500.0,1299000.0,58627.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Greater Jakarta,2023-05-24 23:22:33,Nabire,Kab. Nabire,Papua,5.0
24/05/2023,Completed,1657365,(HXxxx),STANDARD,2007000.0,1958000.0,49364.0,OPPO A54S 6/128GB FULLSET // BISA COD,Greater Jakarta,2023-05-24 4:04:36,Manggala,Kota Makassar,Sulawesi Selatan,5.0
24/05/2023,Completed,1747129,(Inxxx),STANDARD,1332000.0,1299000.0,24682.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Greater Jakarta,2023-05-24 4:04:35,Manggala,Kota Makassar,Sulawesi Selatan,5.0
24/05/2023,Completed,1996603,(Laxxx),STANDARD,2083000.0,2034000.0,54840.0,"OPPO A16 RAM 6/128GB FULLSET , GARANSI 1 TAHUN",Greater Jakarta,2023-05-24 4:04:35,Balikpapan Barat,Kota Balikpapan,Kalimantan Timur,5.0
24/05/2023,Completed,1383358,(Laxxx),STANDARD,904000.0,877000.0,27420.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Greater Jakarta,2023-05-24 4:04:35,Balikpapan Barat,Kota Balikpapan,Kalimantan Timur,5.0
24/05/2023,Completed,1169696,(Laxxx),STANDARD,994000.0,977000.0,24682.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-24 4:04:35,Tamalate,Kota Makassar,Sulawesi Selatan,5.0
24/05/2023,Completed,1946146,(HXxxx),STANDARD,596000.0,569000.0,24682.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Greater Jakarta,2023-05-24 4:04:36,Makassar,Kota Makassar,Sulawesi Selatan,5.0
24/05/2023,Completed,1667973,(Inxxx),STANDARD,1342000.0,1299000.0,24682.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Greater Jakarta,2023-05-24 4:04:35,Manggala,Kota Makassar,Sulawesi Selatan,5.0
24/05/2023,Completed,1408422,(Laxxx),STANDARD,1047500.0,1000000.0,18400.0,OPPO A31 - 6GB/128GB - AI Triple Camera - Garansi Toko 1TAHUN smartphone,Greater Jakarta,2023-05-24 23:22:34,Ilir Talo,Kab. Seluma,Bengkulu,5.0
24/05/2023,Completed,1566537,(Xixxx),STANDARD,1765000.0,1789000.0,32650.0,Hp Vivo Y16 RAM 4GB ROM 64GB 6.51inci Baterai 5000mAh 10W FastCharge Kamera 13MP Gratis Ongkir 100% ORI hp terbaru 2023 vivo y16 4/64gb bisa cod Garansi Resmi,Sumatera 2,2023-05-25 18:41:07,Tanjung Lago,Kab. Banyuasin,Sumatera Selatan,5.0
24/05/2023,Completed,1278965,(Xixxx),STANDARD,1334000.0,1339000.0,22260.0,Hp murah Vivo Y16 Y15s 3/32 RAM 3GB ROM 32GB vivo y01 2+32 y02 3+32 Side Fingerprint Baterai 5000mAh Trendu Slim Design AI Multi-Mode Camera Garansi Resmi Indonesia BNIB Gratis Ongkir Mendukung COD vivo y15s 2022 vivo y15s ram 4,Sumatera 3,2023-05-26 23:03:42,Tambusai Utara,Kab. Rokan Hulu,Riau,5.0
24/05/2023,Completed,1802930,(Inxxx),STANDARD,1376500.0,1299000.0,52449.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Greater Jakarta,2023-05-24 23:22:34,Masama,Kab. Banggai,Sulawesi Tengah,5.0
24/05/2023,Completed,1059976,(Inxxx),STANDARD,793750.0,760000.0,32050.0,oppo a3s ram 6/128gb baru layar lebar 6.2 inci Fullset hp murah jaringan 4g LTE,Sumatera 5,2023-05-25 14:47:21,Dente Teladas,Kab. Tulang Bawang,Lampung,5.0
24/05/2023,Completed,1378973,(Inxxx),STANDARD,1238400.0,1156400.0,18700.0,new oppo a16 ram 6/128 gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000 mah,Sumatera 4,2023-05-26 20:26:12,Pariaman Tengah,Kota Pariaman,Sumatera Barat,5.0
24/05/2023,Completed,1482859,(Koxxx),STANDARD,589500.0,555000.0,32050.0,OPPO F1S hp baru RAM 4/64 GB Fullset game ponsel kamera 4G LTE,Sumatera 5,2023-05-25 14:44:21,Sungkai Utara,Kab. Lampung Utara,Lampung,5.0
24/05/2023,Completed,1694761,(Koxxx),STANDARD,922000.0,880000.0,32050.0,oppo a15s ram 6/128gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp android 4g layar full,Sumatera 5,2023-05-25 14:48:50,Blambangan Umpu,Kab. Way Kanan,Lampung,5.0
24/05/2023,Completed,1666776,(pexxx),SECOND CLASS,715500.0,695000.0,34040.0,OPPO F5 Ram 4/32 4/64 BARU GARANSI 1 TAHUN,Sumatera 4,2023-05-25 3:26:46,Koto Parik Gadang Diateh,Kab. Solok Selatan,Sumatera Barat,3.0
24/05/2023,Completed,1758927,(Laxxx),SECOND CLASS,999000.0,977000.0,42650.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 2,2023-05-25 14:44:21,Tebing Tinggi,Kab. Empat Lawang,Sumatera Selatan,3.0
24/05/2023,Completed,1881895,(ALxxx),SECOND CLASS,144000.0,99000.0,24840.0,COVER BODY BELAKANG HONDA BEAT FI 2012 2013 2014 2015 HITAM PUTIH MERAH MARUN,Sumatera 1,2023-05-27 9:17:03,Angkola Timur,Kab. Tapanuli Selatan,Sumatera Utara,3.0
24/05/2023,Transit,1968788,(ALxxx),SECOND CLASS,135660.0,88000.0,10000.0,BATOK KEPALA DEPAN BELAKANG YAMAHA JUPITER Z LAMA MERAH CABE,Kalimantan,2023-05-25 3:26:45,Bunut Hulu,Kab. Kapuas Hulu,Kalimantan Barat,3.0
24/05/2023,Completed,1870612,(Laxxx),SECOND CLASS,1144500.0,1079000.0,62449.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Greater Jakarta,2023-05-25 14:48:13,Moilong,Kab. Banggai,Sulawesi Tengah,3.0
24/05/2023,Completed,1018977,(Laxxx),SECOND CLASS,2150000.0,2098000.0,62449.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-26 20:16:50,Bahodopi,Kab. Morowali,Sulawesi Tengah,3.0
24/05/2023,Completed,1281377,(Laxxx),SECOND CLASS,2860000.0,2798000.0,94880.0,HP VIVO Y33S RAM 8/128GB GARANSI 1 TAHUN,Sumatera 6,2023-05-26 20:12:44,Kayu Aro Barat,Kab. Kerinci,Jambi,3.0
24/05/2023,Completed,1140161,(Laxxx),SECOND CLASS,904000.0,859000.0,75300.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 2,2023-05-27 9:25:26,Pedamaran Timur,Kab. Ogan Komering Ilir,Sumatera Selatan,3.0
24/05/2023,Completed,1794992,(Laxxx),SECOND CLASS,1109500.0,1097000.0,42050.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-25 17:39:42,Terbanggi Besar,Kab. Lampung Tengah,Lampung,3.0
24/05/2023,Transit,1070453,(Agxxx),SECOND CLASS,4835500.0,4809000.0,10000.0,Bibit Benih Tomat Tahan Virus Servo F1 isi 5 gram +- 1750 Butir,Kalimantan,2023-05-27 11:05:10,Tammeredo Sendana,Kab. Majene,Sulawesi Barat,3.0
24/05/2023,Completed,1795751,(Laxxx),SECOND CLASS,907500.0,869000.0,58080.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 4,2023-05-25 14:45:07,Lembang Jaya,Kab. Solok,Sumatera Barat,3.0
24/05/2023,Completed,1618412,(Koxxx),SECOND CLASS,883840.0,866000.0,10000.0,OPPO A31 6/128GB SECOND HAND LIKE NEW 99% TERSEGEL TERPERCAYA DAN BERGARANSI 1 TAHUN,Greater Jakarta,2023-05-24 21:21:42,Monterado,Kab. Bengkayang,Kalimantan Barat,3.0
24/05/2023,Completed,1814781,(Laxxx),SECOND CLASS,1049500.0,1059000.0,32260.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 3,2023-05-24 23:22:33,Pelangiran,Kab. Indragiri Hilir,Riau,3.0
24/05/2023,Completed,1472925,(Laxxx),SECOND CLASS,1076500.0,1017000.0,27822.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sulawesi,2023-05-25 14:51:18,Duampanua,Kab. Pinrang,Sulawesi Selatan,3.0
24/05/2023,Completed,1058766,(HXxxx),SECOND CLASS,876500.0,859000.0,34040.0,OPPO A31 6/128GB FULLSET GARANSI TERPERCAYA 1TAHUN,Sumatera 4,2023-05-25 14:47:28,Pauh Duo,Kab. Solok Selatan,Sumatera Barat,3.0
24/05/2023,Completed,1029859,(Laxxx),SECOND CLASS,2620500.0,2607000.0,16370.0,HP OPPO A31 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-24 23:22:33,Kalianget,Kab. Sumenep,Jawa Timur,3.0
24/05/2023,Completed,1376429,(SRxxx),SECOND CLASS,778941.0,592900.0,207100.0,HELM KYT RC SEVEN//KYT RC7 ALL VARIANT PAKET GANTENG,Central Java,2023-05-25 17:40:31,Cempaga Hulu,Kab. Kotawaringin Timur,Kalimantan Tengah,3.0
24/05/2023,Completed,1339325,(HXxxx),SECOND CLASS,613000.0,569000.0,34040.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Sumatera 4,2023-05-24 23:22:33,Linggo Sari Baganti,Kab. Pesisir Selatan,Sumatera Barat,3.0
24/05/2023,Completed,1859659,(SRxxx),SECOND CLASS,778941.0,592900.0,207100.0,HELM KYT RC SEVEN//KYT RC7 ALL VARIANT PAKET GANTENG,Central Java,2023-05-24 21:21:40,Cempaga Hulu,Kab. Kotawaringin Timur,Kalimantan Tengah,3.0
24/05/2023,Completed,1317631,(Laxxx),SECOND CLASS,1019500.0,977000.0,42050.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-25 14:44:43,Rawajitu Utara,Kab. Mesuji,Lampung,3.0
24/05/2023,Completed,1375025,(HXxxx),SECOND CLASS,2351000.0,2276000.0,82120.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Sumatera 4,2023-05-25 17:39:55,Tanjung Harapan,Kota Solok,Sumatera Barat,3.0
24/05/2023,Completed,1061081,(Sexxx),SECOND CLASS,479961.0,345050.0,122450.0,Underbone Footstep m.VND Lipat Vixion R15 Old Xabre Original fastbikes lipat non lipat,Greater Jakarta,2023-05-25 3:26:46,Segah,Kab. Berau,Kalimantan Timur,3.0
24/05/2023,Completed,1935362,(Laxxx),SECOND CLASS,889000.0,877000.0,42650.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-26 20:17:04,Simpang,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,3.0
24/05/2023,Completed,1629034,(Laxxx),SECOND CLASS,879000.0,857000.0,36120.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-25 3:26:45,Sungai Lilin,Kab. Musi Banyuasin,Sumatera Selatan,3.0
24/05/2023,Completed,1682113,(Inxxx),SECOND CLASS,1309000.0,1275000.0,32260.0,new vivo v15 ram 8/256gb baru layar lebar 6.53 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 3,2023-05-25 3:26:45,Langgam,Kab. Pelalawan,Riau,3.0
24/05/2023,Completed,1457111,(J3xxx),SECOND CLASS,2058000.0,2128000.0,25523.0,OPPO A57 4/128 & 4/64 NEW GARANSI RESMI OPPO,Sumatera 1,2023-05-26 16:35:20,Bungbulang,Kab. Garut,Jawa Barat,3.0
24/05/2023,Completed,1507820,(Inxxx),SECOND CLASS,2242500.0,2196000.0,21280.0,new oppo a54 ram 6/128 gb baru layar lebar 6.51 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000 mah,Sumatera 1,2023-05-26 20:13:27,Gunungsitoli,Kota Gunungsitoli,Sumatera Utara,3.0
24/05/2023,Completed,1093410,(HXxxx),SECOND CLASS,1169000.0,1159000.0,16370.0,OPPO A57 RAM 6/128GB GARANSI 1 THN // BISA COD,Greater Jakarta,2023-05-27 9:29:10,Lumajang,Kab. Lumajang,Jawa Timur,3.0
24/05/2023,Completed,1320894,(GLxxx),SECOND CLASS,1811000.0,1620000.0,238550.0,Mixer Audio Microverb Election 12 channel with Soundcard Usb Effect Reverb Mixing 12 Channel election12 ( Bisa COD ),Sumatera 2,2023-05-25 14:49:22,Tugumulyo,Kab. Musi Rawas,Sumatera Selatan,3.0
24/05/2023,Completed,1448148,(Laxxx),SECOND CLASS,890500.0,869000.0,74100.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-25 14:50:55,Tanjung Raja,Kab. Lampung Utara,Lampung,3.0
24/05/2023,Completed,1422912,(HXxxx),SECOND CLASS,1000000.0,959000.0,75300.0,OPPO A16 RAM 6/128GB GARANSI TOKO 1THN FULLSET/ BISA COD,Sumatera 2,2023-05-25 17:40:24,Karang Jaya,Kab. Musi Rawas Utara,Sumatera Selatan,3.0
24/05/2023,Completed,1918090,(HXxxx),SECOND CLASS,731500.0,699000.0,42050.0,OPPO A3S 6/128GB GARANSI 1TH. MURAH,Sumatera 5,2023-05-25 3:26:46,Mesuji,Kab. Mesuji,Lampung,3.0
24/05/2023,Completed,1417038,(Laxxx),SECOND CLASS,1066500.0,1049000.0,28400.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-25 14:51:00,Ilir Talo,Kab. Seluma,Bengkulu,3.0
